NumID,Honest,Transaction Trials,Transaction Success,Transaction time(per),Authenticated count,Sound count,Correct count,Has Balance count,Successful,Timer Per Validator(ms)
,,,,37,3,3,3,3,true,7
,,,,37,3,3,3,3,true,6
,,,,29,2,2,2,2,true,7
,,,,29,2,2,2,2,true,6
,,,,37,3,3,3,3,true,6
,,,,29,2,2,2,2,true,6
,,,,37,3,3,3,3,true,6
,,,,39,3,3,3,3,true,7
,,,,37,3,3,3,3,true,6
,,,,51,3,3,3,3,true,8
,,,,30,2,2,2,2,true,7
,,,,30,2,2,2,2,true,6
,,,,37,3,3,3,3,true,6
,,,,30,2,2,2,2,true,7
,,,,37,3,3,3,3,true,6
,,,,37,3,3,3,3,true,6
,,,,37,3,3,3,3,true,6
,,,,39,3,3,3,3,true,7
,,,,48,4,4,4,4,true,7
,,,,38,3,3,3,3,true,6
,,,,38,3,3,3,3,true,7
,,,,29,2,2,2,2,true,7
,,,,38,3,3,3,3,true,7
,,,,37,3,3,3,3,true,6
,,,,29,2,2,2,2,true,6
,,,,37,3,3,3,3,true,7

354672566,true,100,100,106,10,10,10,10,true,7
,,,,83,8,8,8,8,true,7
,,,,101,10,10,10,10,true,7
,,,,73,7,7,7,7,true,7
,,,,99,10,10,10,10,true,7
,,,,73,7,7,7,7,true,7
,,,,73,7,7,7,7,true,7
,,,,81,8,8,8,8,true,7
,,,,83,8,8,8,8,true,7
,,,,84,8,8,8,8,true,7
,,,,74,7,7,7,7,true,7
,,,,74,7,7,7,7,true,7
,,,,75,7,7,7,7,true,7
,,,,82,8,8,8,8,true,7
,,,,82,7,7,7,7,true,7
,,,,106,10,10,10,10,true,7
,,,,101,10,10,10,10,true,7
,,,,92,9,9,9,9,true,7
,,,,87,8,8,8,8,true,7
,,,,83,8,8,8,8,true,7
,,,,88,6,6,6,6,true,8
,,,,119,10,10,10,10,true,8
,,,,85,7,7,7,7,true,7
,,,,89,7,7,7,7,true,8
,,,,113,9,9,9,9,true,8
,,,,124,10,10,10,10,true,8
,,,,75,6,6,6,6,true,8
,,,,94,8,8,8,8,true,8
,,,,102,8,8,8,8,true,8
,,,,88,7,7,7,7,true,8
,,,,99,8,8,8,8,true,8
,,,,100,8,8,8,8,true,8
,,,,90,7,7,7,7,true,8
,,,,87,7,7,7,7,true,8
,,,,77,6,6,6,6,true,8
,,,,99,8,8,8,8,true,8
,,,,103,9,9,9,9,true,8
,,,,109,9,9,9,9,true,8
,,,,108,9,9,9,9,true,8
,,,,95,8,8,8,8,true,8
,,,,84,7,7,7,7,true,8
,,,,122,10,10,10,10,true,9
,,,,77,6,6,6,6,true,8
,,,,95,8,8,8,8,true,8
,,,,94,8,8,8,8,true,8
,,,,96,8,8,8,8,true,8
,,,,95,8,8,8,8,true,8
,,,,79,6,6,6,6,true,8
,,,,80,6,6,6,6,true,7
,,,,75,6,6,6,6,true,8
,,,,121,10,10,10,10,true,8
,,,,102,8,8,8,8,true,8
,,,,101,8,8,8,8,true,8
,,,,83,7,7,7,7,true,8
,,,,83,7,7,7,7,true,8
,,,,79,7,7,7,7,true,7
,,,,85,7,7,7,7,true,8
,,,,92,8,8,8,8,true,7
,,,,92,8,8,8,8,true,7
,,,,73,6,6,6,6,true,7
,,,,80,7,7,7,7,true,7
,,,,110,10,10,10,10,true,8
,,,,102,9,9,9,9,true,8
,,,,82,7,7,7,7,true,7
,,,,93,8,8,8,8,true,8
,,,,85,8,8,8,8,true,7
,,,,75,7,7,7,7,true,7
,,,,85,8,8,8,8,true,7
,,,,76,7,7,7,7,true,7
,,,,84,8,8,8,8,true,7
,,,,83,8,8,8,8,true,7
,,,,84,8,8,8,8,true,7
,,,,92,9,9,9,9,true,7
,,,,85,8,8,8,8,true,7
,,,,86,8,8,8,8,true,7
,,,,101,10,10,10,10,true,7
,,,,75,7,7,7,7,true,7
,,,,75,7,7,7,7,true,7
,,,,75,7,7,7,7,true,7
,,,,73,7,7,7,7,true,7
,,,,94,9,9,9,9,true,7
,,,,107,11,11,11,11,true,7
,,,,84,8,8,8,8,true,7
,,,,92,9,9,9,9,true,7
,,,,83,8,8,8,8,true,7
,,,,84,8,8,8,8,true,7
,,,,90,9,9,9,9,true,7
,,,,75,7,7,7,7,true,7
,,,,84,8,8,8,8,true,7
,,,,83,8,8,8,8,true,7
,,,,75,7,7,7,7,true,7
,,,,85,8,8,8,8,true,7
,,,,85,8,8,8,8,true,7
,,,,87,8,8,8,8,true,7
,,,,76,7,7,7,7,true,7
,,,,106,10,10,10,10,true,7
,,,,77,7,7,7,7,true,7
,,,,85,8,8,8,8,true,7
,,,,84,8,8,8,8,true,7
,,,,75,7,7,7,7,true,7

601317128,true,100,100,135,9,9,9,9,true,8
,,,,106,9,9,9,9,true,8
,,,,122,10,10,10,10,true,8
,,,,110,9,9,9,9,true,8
,,,,109,9,9,9,9,true,8
,,,,109,9,9,9,9,true,8
,,,,120,10,10,10,10,true,8
,,,,109,9,9,9,9,true,8
,,,,109,9,9,9,9,true,8
,,,,110,9,9,9,9,true,8
,,,,121,10,10,10,10,true,8
,,,,109,9,9,9,9,true,8
,,,,105,9,9,9,9,true,7
,,,,121,10,10,10,10,true,8
,,,,109,9,9,9,9,true,8
,,,,108,9,9,9,9,true,8
,,,,109,9,9,9,9,true,8
,,,,113,9,9,9,9,true,8
,,,,111,9,9,9,9,true,8
,,,,110,9,9,9,9,true,8
,,,,109,9,9,9,9,true,8
,,,,130,11,11,11,11,true,8
,,,,109,9,9,9,9,true,8
,,,,111,9,9,9,9,true,8
,,,,111,9,9,9,9,true,8
,,,,110,9,9,9,9,true,8
,,,,111,9,9,9,9,true,8
,,,,110,9,9,9,9,true,8
,,,,111,9,9,9,9,true,8
,,,,111,9,9,9,9,true,8
,,,,239,9,9,9,9,true,22
,,,,97,9,9,9,9,true,7
,,,,97,9,9,9,9,true,7
,,,,100,9,9,9,9,true,7
,,,,97,9,9,9,9,true,7
,,,,100,9,9,9,9,true,8
,,,,98,9,9,9,9,true,8
,,,,100,9,9,9,9,true,8
,,,,100,9,9,9,9,true,8
,,,,114,10,10,10,10,true,8
,,,,101,9,9,9,9,true,7
,,,,114,10,10,10,10,true,8
,,,,101,9,9,9,9,true,7
,,,,102,9,9,9,9,true,7
,,,,101,9,9,9,9,true,7
,,,,99,9,9,9,9,true,7
,,,,100,9,9,9,9,true,7
,,,,99,9,9,9,9,true,7
,,,,105,9,9,9,9,true,8
,,,,96,9,9,9,9,true,7
,,,,105,9,9,9,9,true,8
,,,,97,9,9,9,9,true,7
,,,,101,9,9,9,9,true,8
,,,,111,10,10,10,10,true,8
,,,,120,10,10,10,10,true,9
,,,,100,9,9,9,9,true,8
,,,,99,9,9,9,9,true,7
,,,,100,9,9,9,9,true,8
,,,,111,9,9,9,9,true,9
,,,,109,10,10,10,10,true,7
,,,,100,9,9,9,9,true,7
,,,,113,9,9,9,9,true,9
,,,,99,9,9,9,9,true,7
,,,,111,9,9,9,9,true,9
,,,,108,10,10,10,10,true,7
,,,,111,10,10,10,10,true,8
,,,,101,9,9,9,9,true,8
,,,,100,9,9,9,9,true,7
,,,,99,9,9,9,9,true,7
,,,,100,9,9,9,9,true,7
,,,,100,9,9,9,9,true,7
,,,,107,10,10,10,10,true,7
,,,,105,9,9,9,9,true,7
,,,,100,9,9,9,9,true,8
,,,,100,9,9,9,9,true,8
,,,,101,9,9,9,9,true,8
,,,,99,9,9,9,9,true,8
,,,,112,10,10,10,10,true,8
,,,,122,10,10,10,10,true,8
,,,,113,9,9,9,9,true,8
,,,,151,11,11,11,11,true,10
,,,,117,9,9,9,9,true,9
,,,,110,9,9,9,9,true,8
,,,,122,10,10,10,10,true,8
,,,,118,10,10,10,10,true,8
,,,,110,9,9,9,9,true,8
,,,,115,9,9,9,9,true,8
,,,,110,9,9,9,9,true,8
,,,,110,9,9,9,9,true,8
,,,,124,9,9,9,9,true,8
,,,,108,9,9,9,9,true,8
,,,,122,10,10,10,10,true,8
,,,,109,9,9,9,9,true,8
,,,,111,9,9,9,9,true,8
,,,,111,9,9,9,9,true,8
,,,,110,9,9,9,9,true,8
,,,,119,10,10,10,10,true,8
,,,,115,9,9,9,9,true,8
,,,,112,9,9,9,9,true,8
,,,,114,9,9,9,9,true,8

121023937,true,100,100,176,10,10,10,10,true,10
,,,,121,11,11,11,11,true,7
,,,,99,11,11,11,11,true,6
,,,,110,10,10,10,10,true,8
,,,,108,11,11,11,11,true,7
,,,,120,11,11,11,11,true,8
,,,,113,11,11,11,11,true,7
,,,,120,11,11,11,11,true,8
,,,,119,11,11,11,11,true,7
,,,,110,10,10,10,10,true,7
,,,,126,11,11,11,11,true,8
,,,,107,10,10,10,10,true,7
,,,,103,10,10,10,10,true,7
,,,,95,9,9,9,9,true,7
,,,,103,10,10,10,10,true,7
,,,,113,10,10,10,10,true,8
,,,,121,11,11,11,11,true,8
,,,,114,11,11,11,11,true,7
,,,,102,9,9,9,9,true,7
,,,,114,11,11,11,11,true,7
,,,,102,10,10,10,10,true,7
,,,,117,11,11,11,11,true,7
,,,,118,11,11,11,11,true,7
,,,,111,11,11,11,11,true,7
,,,,110,11,11,11,11,true,7
,,,,102,10,10,10,10,true,7
,,,,116,11,11,11,11,true,7
,,,,101,9,9,9,9,true,7
,,,,106,10,10,10,10,true,7
,,,,102,10,10,10,10,true,7
,,,,126,10,10,10,10,true,8
,,,,114,11,11,11,11,true,7
,,,,109,10,10,10,10,true,7
,,,,118,11,11,11,11,true,8
,,,,109,10,10,10,10,true,8
,,,,112,11,11,11,11,true,7
,,,,142,9,9,9,9,true,8
,,,,102,10,10,10,10,true,7
,,,,100,10,10,10,10,true,7
,,,,108,10,10,10,10,true,7
,,,,113,11,11,11,11,true,7
,,,,112,10,10,10,10,true,7
,,,,118,10,10,10,10,true,7
,,,,116,10,10,10,10,true,8
,,,,99,9,9,9,9,true,7
,,,,107,9,9,9,9,true,7
,,,,107,9,9,9,9,true,7
,,,,97,9,9,9,9,true,7
,,,,89,8,8,8,8,true,7
,,,,82,7,7,7,7,true,7
,,,,123,11,11,11,11,true,8
,,,,82,7,7,7,7,true,8
,,,,100,8,8,8,8,true,8
,,,,97,8,8,8,8,true,7
,,,,93,8,8,8,8,true,7
,,,,91,8,8,8,8,true,7
,,,,109,9,9,9,9,true,8
,,,,77,7,7,7,7,true,7
,,,,94,8,8,8,8,true,7
,,,,86,8,8,8,8,true,7
,,,,102,9,9,9,9,true,8
,,,,88,8,8,8,8,true,7
,,,,92,8,8,8,8,true,7
,,,,104,9,9,9,9,true,8
,,,,87,7,7,7,7,true,8
,,,,116,9,9,9,9,true,8
,,,,110,9,9,9,9,true,8
,,,,90,8,8,8,8,true,8
,,,,90,8,8,8,8,true,8
,,,,99,9,9,9,9,true,8
,,,,88,8,8,8,8,true,7
,,,,107,10,10,10,10,true,7
,,,,106,10,10,10,10,true,7
,,,,83,8,8,8,8,true,7
,,,,103,9,9,9,9,true,7
,,,,96,9,9,9,9,true,7
,,,,88,8,8,8,8,true,7
,,,,106,9,9,9,9,true,7
,,,,103,9,9,9,9,true,7
,,,,102,9,9,9,9,true,7
,,,,90,8,8,8,8,true,7
,,,,74,6,6,6,6,true,7
,,,,79,7,7,7,7,true,7
,,,,72,7,7,7,7,true,7
,,,,81,7,7,7,7,true,7
,,,,85,7,7,7,7,true,7
,,,,74,6,6,6,6,true,8
,,,,100,9,9,9,9,true,7
,,,,90,8,8,8,8,true,7
,,,,78,7,7,7,7,true,7
,,,,75,6,6,6,6,true,7
,,,,70,6,6,6,6,true,7
,,,,87,8,8,8,8,true,7
,,,,78,7,7,7,7,true,7
,,,,79,6,6,6,6,true,8
,,,,97,8,8,8,8,true,8
,,,,54,4,4,4,4,true,8
,,,,91,8,8,8,8,true,7
,,,,103,9,9,9,9,true,7
,,,,63,5,5,5,5,true,7

1018420965,true,100,100,57,5,5,5,5,true,7
,,,,55,5,5,5,5,true,6
,,,,54,5,5,5,5,true,6
,,,,55,5,5,5,5,true,7
,,,,55,5,5,5,5,true,7
,,,,55,5,5,5,5,true,6
,,,,55,5,5,5,5,true,7
,,,,55,5,5,5,5,true,7
,,,,53,5,5,5,5,true,6
,,,,54,5,5,5,5,true,6
,,,,54,5,5,5,5,true,6
,,,,66,6,6,6,6,true,7
,,,,55,5,5,5,5,true,6
,,,,58,5,5,5,5,true,7
,,,,55,5,5,5,5,true,6
,,,,55,5,5,5,5,true,6
,,,,56,5,5,5,5,true,6
,,,,55,5,5,5,5,true,6
,,,,56,5,5,5,5,true,6
,,,,56,5,5,5,5,true,7
,,,,64,6,6,6,6,true,7
,,,,62,5,5,5,5,true,6
,,,,63,6,6,6,6,true,7
,,,,54,5,5,5,5,true,7
,,,,55,5,5,5,5,true,6
,,,,55,5,5,5,5,true,6
,,,,55,5,5,5,5,true,7
,,,,56,5,5,5,5,true,7
,,,,55,5,5,5,5,true,7
,,,,54,5,5,5,5,true,6
,,,,55,5,5,5,5,true,6
,,,,55,5,5,5,5,true,7
,,,,55,5,5,5,5,true,7
,,,,55,5,5,5,5,true,7
,,,,55,5,5,5,5,true,6
,,,,56,5,5,5,5,true,7
,,,,56,5,5,5,5,true,7
,,,,54,5,5,5,5,true,6
,,,,56,5,5,5,5,true,6
,,,,60,5,5,5,5,true,6
,,,,58,5,5,5,5,true,7
,,,,56,5,5,5,5,true,6
,,,,56,5,5,5,5,true,6
,,,,66,6,6,6,6,true,7
,,,,56,5,5,5,5,true,6
,,,,54,5,5,5,5,true,6
,,,,70,5,5,5,5,true,10
,,,,63,5,5,5,5,true,7
,,,,62,5,5,5,5,true,7
,,,,62,5,5,5,5,true,7
,,,,83,6,6,6,6,true,10
,,,,82,5,5,5,5,true,11
,,,,72,6,6,6,6,true,7
,,,,84,5,5,5,5,true,10
,,,,70,5,5,5,5,true,8
,,,,71,5,5,5,5,true,8
,,,,71,5,5,5,5,true,8
,,,,72,5,5,5,5,true,7
,,,,73,5,5,5,5,true,8
,,,,90,5,5,5,5,true,7
,,,,61,5,5,5,5,true,7
,,,,63,5,5,5,5,true,7
,,,,66,5,5,5,5,true,8
,,,,61,5,5,5,5,true,7
,,,,62,5,5,5,5,true,7
,,,,73,6,6,6,6,true,7
,,,,71,6,6,6,6,true,7
,,,,72,6,6,6,6,true,8
,,,,60,5,5,5,5,true,7
,,,,66,5,5,5,5,true,8
,,,,73,6,6,6,6,true,7
,,,,68,5,5,5,5,true,7
,,,,68,5,5,5,5,true,7
,,,,71,5,5,5,5,true,8
,,,,65,5,5,5,5,true,8
,,,,62,5,5,5,5,true,7
,,,,61,5,5,5,5,true,7
,,,,66,5,5,5,5,true,7
,,,,72,6,6,6,6,true,7
,,,,70,5,5,5,5,true,7
,,,,70,5,5,5,5,true,8
,,,,70,5,5,5,5,true,7
,,,,64,5,5,5,5,true,7
,,,,70,5,5,5,5,true,7
,,,,67,5,5,5,5,true,7
,,,,73,5,5,5,5,true,7
,,,,66,5,5,5,5,true,8
,,,,68,5,5,5,5,true,7
,,,,73,6,6,6,6,true,7
,,,,65,5,5,5,5,true,7
,,,,65,5,5,5,5,true,7
,,,,75,6,6,6,6,true,7
,,,,68,6,6,6,6,true,7
,,,,57,5,5,5,5,true,7
,,,,55,5,5,5,5,true,7
,,,,56,5,5,5,5,true,7
,,,,56,5,5,5,5,true,7
,,,,56,5,5,5,5,true,7
,,,,55,5,5,5,5,true,7
,,,,57,5,5,5,5,true,7

283115465,true,100,100,79,6,6,6,6,true,7
,,,,74,6,6,6,6,true,7
,,,,73,6,6,6,6,true,8
,,,,66,6,6,6,6,true,7
,,,,67,6,6,6,6,true,7
,,,,64,6,6,6,6,true,7
,,,,74,6,6,6,6,true,7
,,,,64,6,6,6,6,true,6
,,,,83,6,6,6,6,true,8
,,,,68,6,6,6,6,true,7
,,,,82,6,6,6,6,true,8
,,,,60,5,5,5,5,true,7
,,,,60,5,5,5,5,true,7
,,,,66,6,6,6,6,true,7
,,,,68,6,6,6,6,true,7
,,,,68,6,6,6,6,true,7
,,,,68,6,6,6,6,true,7
,,,,65,6,6,6,6,true,7
,,,,60,5,5,5,5,true,7
,,,,73,6,6,6,6,true,7
,,,,69,6,6,6,6,true,7
,,,,75,6,6,6,6,true,7
,,,,63,5,5,5,5,true,7
,,,,68,6,6,6,6,true,7
,,,,66,6,6,6,6,true,7
,,,,63,6,6,6,6,true,6
,,,,62,5,5,5,5,true,7
,,,,70,6,6,6,6,true,7
,,,,60,5,5,5,5,true,7
,,,,69,6,6,6,6,true,7
,,,,71,6,6,6,6,true,7
,,,,64,6,6,6,6,true,6
,,,,60,5,5,5,5,true,7
,,,,54,4,4,4,4,true,7
,,,,59,5,5,5,5,true,7
,,,,62,5,5,5,5,true,7
,,,,62,4,4,4,4,true,7
,,,,53,4,4,4,4,true,7
,,,,54,4,4,4,4,true,7
,,,,61,5,5,5,5,true,7
,,,,68,5,5,5,5,true,7
,,,,57,5,5,5,5,true,7
,,,,58,5,5,5,5,true,7
,,,,55,5,5,5,5,true,6
,,,,66,6,6,6,6,true,7
,,,,57,5,5,5,5,true,7
,,,,64,5,5,5,5,true,7
,,,,66,5,5,5,5,true,7
,,,,65,5,5,5,5,true,7
,,,,69,5,5,5,5,true,7
,,,,59,5,5,5,5,true,7
,,,,57,5,5,5,5,true,6
,,,,76,6,6,6,6,true,7
,,,,67,5,5,5,5,true,8
,,,,60,5,5,5,5,true,7
,,,,72,6,6,6,6,true,8
,,,,77,6,6,6,6,true,7
,,,,65,5,5,5,5,true,7
,,,,69,6,6,6,6,true,7
,,,,64,6,6,6,6,true,6
,,,,58,5,5,5,5,true,7
,,,,55,5,5,5,5,true,6
,,,,60,5,5,5,5,true,7
,,,,72,6,6,6,6,true,7
,,,,70,6,6,6,6,true,8
,,,,60,5,5,5,5,true,7
,,,,80,5,5,5,5,true,7
,,,,62,5,5,5,5,true,7
,,,,70,6,6,6,6,true,7
,,,,75,6,6,6,6,true,7
,,,,60,5,5,5,5,true,7
,,,,72,5,5,5,5,true,7
,,,,48,4,4,4,4,true,7
,,,,57,5,5,5,5,true,7
,,,,65,6,6,6,6,true,7
,,,,70,6,6,6,6,true,8
,,,,66,5,5,5,5,true,7
,,,,50,4,4,4,4,true,7
,,,,67,6,6,6,6,true,7
,,,,55,4,4,4,4,true,7
,,,,57,5,5,5,5,true,7
,,,,66,5,5,5,5,true,7
,,,,62,5,5,5,5,true,7
,,,,60,4,4,4,4,true,7
,,,,61,5,5,5,5,true,7
,,,,60,4,4,4,4,true,7
,,,,78,6,6,6,6,true,7
,,,,63,5,5,5,5,true,7
,,,,69,5,5,5,5,true,7
,,,,64,5,5,5,5,true,7
,,,,57,5,5,5,5,true,7
,,,,43,3,3,3,3,true,7
,,,,60,5,5,5,5,true,7
,,,,44,3,3,3,3,true,8
,,,,73,6,6,6,6,true,7
,,,,47,3,3,3,3,true,8
,,,,63,5,5,5,5,true,7
,,,,68,5,5,5,5,true,7
,,,,63,5,5,5,5,true,7
,,,,54,4,4,4,4,true,7

863874287,true,100,100,56,5,5,5,5,true,7
,,,,71,7,7,7,7,true,7
,,,,62,6,6,6,6,true,7
,,,,81,8,8,8,8,true,7
,,,,62,6,6,6,6,true,6
,,,,64,6,6,6,6,true,6
,,,,90,9,9,9,9,true,7
,,,,61,6,6,6,6,true,6
,,,,70,7,7,7,7,true,7
,,,,90,9,9,9,9,true,7
,,,,80,8,8,8,8,true,7
,,,,65,6,6,6,6,true,7
,,,,63,6,6,6,6,true,6
,,,,54,5,5,5,5,true,6
,,,,70,7,7,7,7,true,7
,,,,80,8,8,8,8,true,7
,,,,71,7,7,7,7,true,6
,,,,73,7,7,7,7,true,6
,,,,80,8,8,8,8,true,7
,,,,90,8,8,8,8,true,6
,,,,89,9,9,9,9,true,7
,,,,61,6,6,6,6,true,6
,,,,71,7,7,7,7,true,7
,,,,71,7,7,7,7,true,6
,,,,66,6,6,6,6,true,6
,,,,54,5,5,5,5,true,6
,,,,54,5,5,5,5,true,6
,,,,72,7,7,7,7,true,7
,,,,94,7,7,7,7,true,9
,,,,66,6,6,6,6,true,7
,,,,65,6,6,6,6,true,6
,,,,64,6,6,6,6,true,6
,,,,98,10,10,10,10,true,7
,,,,63,6,6,6,6,true,7
,,,,55,5,5,5,5,true,6
,,,,78,8,8,8,8,true,7
,,,,54,5,5,5,5,true,6
,,,,70,6,6,6,6,true,7
,,,,61,5,5,5,5,true,7
,,,,88,8,8,8,8,true,7
,,,,71,6,6,6,6,true,7
,,,,79,7,7,7,7,true,7
,,,,72,6,6,6,6,true,7
,,,,71,6,6,6,6,true,7
,,,,86,7,7,7,7,true,8
,,,,92,7,7,7,7,true,8
,,,,74,5,5,5,5,true,8
,,,,74,6,6,6,6,true,7
,,,,105,9,9,9,9,true,8
,,,,80,7,7,7,7,true,7
,,,,82,7,7,7,7,true,8
,,,,79,7,7,7,7,true,7
,,,,79,7,7,7,7,true,7
,,,,87,8,8,8,8,true,7
,,,,59,5,5,5,5,true,7
,,,,68,6,6,6,6,true,7
,,,,70,6,6,6,6,true,7
,,,,85,8,8,8,8,true,7
,,,,94,7,7,7,7,true,8
,,,,105,8,8,8,8,true,8
,,,,96,8,8,8,8,true,8
,,,,81,6,6,6,6,true,8
,,,,74,6,6,6,6,true,7
,,,,88,8,8,8,8,true,7
,,,,70,6,6,6,6,true,7
,,,,69,6,6,6,6,true,7
,,,,81,7,7,7,7,true,7
,,,,68,6,6,6,6,true,7
,,,,87,7,7,7,7,true,7
,,,,96,8,8,8,8,true,8
,,,,83,7,7,7,7,true,7
,,,,122,11,11,11,11,true,8
,,,,63,5,5,5,5,true,7
,,,,71,6,6,6,6,true,7
,,,,87,7,7,7,7,true,8
,,,,85,7,7,7,7,true,8
,,,,86,7,7,7,7,true,8
,,,,79,6,6,6,6,true,7
,,,,78,6,6,6,6,true,8
,,,,76,7,7,7,7,true,7
,,,,83,8,8,8,8,true,6
,,,,81,8,8,8,8,true,7
,,,,62,6,6,6,6,true,6
,,,,73,7,7,7,7,true,7
,,,,64,6,6,6,6,true,6
,,,,63,6,6,6,6,true,6
,,,,72,7,7,7,7,true,7
,,,,62,6,6,6,6,true,6
,,,,65,6,6,6,6,true,7
,,,,64,6,6,6,6,true,6
,,,,82,8,8,8,8,true,7
,,,,63,6,6,6,6,true,6
,,,,72,7,7,7,7,true,7
,,,,55,5,5,5,5,true,6
,,,,64,6,6,6,6,true,7
,,,,64,6,6,6,6,true,7
,,,,73,7,7,7,7,true,7
,,,,72,7,7,7,7,true,7
,,,,75,7,7,7,7,true,7
,,,,56,5,5,5,5,true,7

1202736,true,100,100,143,11,11,11,11,true,9
,,,,127,10,10,10,10,true,8
,,,,154,12,12,12,12,true,8
,,,,138,11,11,11,11,true,8
,,,,141,11,11,11,11,true,8
,,,,130,10,10,10,10,true,8
,,,,128,10,10,10,10,true,8
,,,,130,10,10,10,10,true,8
,,,,147,12,12,12,12,true,8
,,,,128,10,10,10,10,true,8
,,,,124,10,10,10,10,true,8
,,,,126,10,10,10,10,true,8
,,,,123,10,10,10,10,true,8
,,,,133,10,10,10,10,true,8
,,,,140,11,11,11,11,true,8
,,,,140,11,11,11,11,true,8
,,,,141,11,11,11,11,true,8
,,,,132,10,10,10,10,true,8
,,,,126,10,10,10,10,true,8
,,,,142,11,11,11,11,true,8
,,,,139,11,11,11,11,true,8
,,,,123,10,10,10,10,true,8
,,,,121,10,10,10,10,true,8
,,,,128,11,11,11,11,true,8
,,,,129,11,11,11,11,true,8
,,,,131,11,11,11,11,true,8
,,,,130,11,11,11,11,true,8
,,,,131,11,11,11,11,true,8
,,,,122,10,10,10,10,true,8
,,,,129,11,11,11,11,true,8
,,,,121,10,10,10,10,true,8
,,,,132,11,11,11,11,true,8
,,,,116,10,10,10,10,true,8
,,,,131,11,11,11,11,true,8
,,,,113,10,10,10,10,true,7
,,,,133,11,11,11,11,true,8
,,,,120,10,10,10,10,true,8
,,,,122,10,10,10,10,true,8
,,,,125,10,10,10,10,true,8
,,,,138,11,11,11,11,true,8
,,,,128,10,10,10,10,true,9
,,,,136,11,11,11,11,true,9
,,,,134,11,11,11,11,true,8
,,,,132,11,11,11,11,true,8
,,,,120,10,10,10,10,true,8
,,,,132,11,11,11,11,true,8
,,,,137,11,11,11,11,true,9
,,,,136,11,11,11,11,true,8
,,,,144,11,11,11,11,true,8
,,,,127,10,10,10,10,true,8
,,,,127,10,10,10,10,true,9
,,,,134,10,10,10,10,true,8
,,,,144,11,11,11,11,true,9
,,,,135,10,10,10,10,true,9
,,,,135,10,10,10,10,true,8
,,,,146,11,11,11,11,true,8
,,,,125,10,10,10,10,true,8
,,,,124,10,10,10,10,true,8
,,,,131,10,10,10,10,true,8
,,,,129,10,10,10,10,true,8
,,,,180,12,12,12,12,true,10
,,,,158,11,11,11,11,true,9
,,,,251,11,11,11,11,true,7
,,,,122,10,10,10,10,true,8
,,,,125,10,10,10,10,true,8
,,,,134,11,11,11,11,true,8
,,,,134,11,11,11,11,true,8
,,,,130,10,10,10,10,true,8
,,,,129,10,10,10,10,true,8
,,,,139,11,11,11,11,true,8
,,,,129,10,10,10,10,true,9
,,,,143,11,11,11,11,true,8
,,,,126,10,10,10,10,true,8
,,,,126,10,10,10,10,true,8
,,,,143,11,11,11,11,true,8
,,,,153,12,12,12,12,true,8
,,,,132,11,11,11,11,true,8
,,,,134,11,11,11,11,true,8
,,,,122,10,10,10,10,true,8
,,,,122,10,10,10,10,true,8
,,,,130,11,11,11,11,true,8
,,,,135,11,11,11,11,true,8
,,,,130,11,11,11,11,true,8
,,,,123,10,10,10,10,true,8
,,,,124,10,10,10,10,true,8
,,,,131,10,10,10,10,true,9
,,,,154,12,12,12,12,true,9
,,,,136,11,11,11,11,true,8
,,,,147,11,11,11,11,true,9
,,,,137,11,11,11,11,true,8
,,,,143,11,11,11,11,true,9
,,,,130,10,10,10,10,true,9
,,,,135,10,10,10,10,true,8
,,,,137,10,10,10,10,true,9
,,,,127,10,10,10,10,true,8
,,,,122,10,10,10,10,true,8
,,,,134,11,11,11,11,true,8
,,,,122,10,10,10,10,true,8
,,,,120,10,10,10,10,true,8
,,,,124,10,10,10,10,true,8

481180712,true,100,100,51,4,4,4,4,true,7
,,,,67,6,6,6,6,true,7
,,,,56,5,5,5,5,true,7
,,,,56,5,5,5,5,true,6
,,,,65,6,6,6,6,true,7
,,,,55,5,5,5,5,true,6
,,,,47,4,4,4,4,true,6
,,,,48,4,4,4,4,true,6
,,,,74,7,7,7,7,true,7
,,,,63,6,6,6,6,true,6
,,,,74,5,5,5,5,true,6
,,,,73,7,7,7,7,true,7
,,,,65,6,6,6,6,true,6
,,,,41,3,3,3,3,true,6
,,,,66,6,6,6,6,true,7
,,,,65,5,5,5,5,true,7
,,,,50,4,4,4,4,true,7
,,,,41,3,3,3,3,true,7
,,,,61,5,5,5,5,true,7
,,,,74,7,7,7,7,true,6
,,,,60,5,5,5,5,true,7
,,,,52,4,4,4,4,true,6
,,,,68,5,5,5,5,true,7
,,,,68,5,5,5,5,true,7
,,,,67,5,5,5,5,true,7
,,,,62,5,5,5,5,true,6
,,,,49,4,4,4,4,true,7
,,,,41,3,3,3,3,true,6
,,,,67,6,6,6,6,true,7
,,,,57,5,5,5,5,true,6
,,,,43,3,3,3,3,true,7
,,,,50,4,4,4,4,true,6
,,,,42,3,3,3,3,true,6
,,,,52,4,4,4,4,true,7
,,,,60,5,5,5,5,true,7
,,,,51,4,4,4,4,true,7
,,,,42,3,3,3,3,true,7
,,,,54,4,4,4,4,true,7
,,,,60,5,5,5,5,true,7
,,,,55,4,4,4,4,true,8
,,,,69,6,6,6,6,true,7
,,,,57,5,5,5,5,true,7
,,,,40,3,3,3,3,true,6
,,,,41,3,3,3,3,true,7
